scenario,probability,match,home_team,away_team,venue_node,date
26,0.02,84,Spain,Austria,STAD_LA,2026-07-02
26,0.02,85,Switzerland,Ghana,STAD_VAN,2026-07-02
26,0.02,86,Argentina,Uruguay,STAD_MIA,2026-07-02
26,0.02,87,Portugal,Australia,STAD_KC,2026-07-03
26,0.02,88,Paraguay,Egypt,STAD_DAL,2026-07-03
27,0.02,73,Mexico,Qatar,STAD_LA,2026-06-28
27,0.02,74,Ecuador,South Korea,STAD_BOS,2026-06-29
27,0.02,75,Netherlands,Morocco,STAD_MTY,2026-06-29
27,0.02,76,Brazil,Sweden,STAD_HOU,2026-06-29
27,0.02,77,Senegal,Scotland,STAD_NY_NJ,2026-06-30
27,0.02,78,Germany,France,STAD_DAL,2026-06-30
27,0.02,79,Czechia,Ivory Coast,STAD_MEX,2026-06-30
27,0.02,80,England,Norway,STAD_ATL,2026-07-01
27,0.02,81,USA,Bosnia,STAD_SF,2026-07-01
27,0.02,82,Belgium,Japan,STAD_SEA,2026-07-01
27,0.02,83,Colombia,Croatia,STAD_TOR,2026-07-02
27,0.02,84,Spain,Austria,STAD_LA,2026-07-02
27,0.02,85,Switzerland,Egypt,STAD_VAN,2026-07-02
27,0.02,86,Argentina,Uruguay,STAD_MIA,2026-07-02
27,0.02,87,Portugal,Paraguay,STAD_KC,2026-07-03
27,0.02,88,Turkey,Iran,STAD_DAL,2026-07-03
28,0.02,73,Mexico,Canada,STAD_LA,2026-06-28
28,0.02,74,Germany,Czechia,STAD_BOS,2026-06-29
28,0.02,75,Japan,Brazil,STAD_MTY,2026-06-29
28,0.02,76,Haiti,Netherlands,STAD_HOU,2026-06-29
28,0.02,77,France,Morocco,STAD_NY_NJ,2026-06-30
28,0.02,78,Ecuador,Norway,STAD_DAL,2026-06-30
28,0.02,79,South Korea,Ivory Coast,STAD_MEX,2026-06-30
28,0.02,80,England,Senegal,STAD_ATL,2026-07-01
28,0.02,81,USA,Bosnia,STAD_SF,2026-07-01
28,0.02,82,Belgium,Austria,STAD_SEA,2026-07-01
28,0.02,83,Colombia,Croatia,STAD_TOR,2026-07-02
28,0.02,84,Spain,Argentina,STAD_LA,2026-07-02
28,0.02,85,Switzerland,Sweden,STAD_VAN,2026-07-02
28,0.02,86,Algeria,Cape Verde,STAD_MIA,2026-07-02
28,0.02,87,Portugal,Egypt,STAD_KC,2026-07-03
28,0.02,88,Turkey,New Zealand,STAD_DAL,2026-07-03
29,0.02,73,South Korea,Qatar,STAD_LA,2026-06-28
29,0.02,74,Germany,Czechia,STAD_BOS,2026-06-29
29,0.02,75,Netherlands,Morocco,STAD_MTY,2026-06-29
29,0.02,76,Brazil,Japan,STAD_HOU,2026-06-29
29,0.02,77,France,Scotland,STAD_NY_NJ,2026-06-30
29,0.02,78,Ecuador,Norway,STAD_DAL,2026-06-30
29,0.02,79,Mexico,Ivory Coast,STAD_MEX,2026-06-30
29,0.02,80,England,Senegal,STAD_ATL,2026-07-01
29,0.02,81,USA,Canada,STAD_SF,2026-07-01
29,0.02,82,Belgium,Austria,STAD_SEA,2026-07-01
29,0.02,83,Colombia,Croatia,STAD_TOR,2026-07-02
29,0.02,84,Spain,Algeria,STAD_LA,2026-07-02
29,0.02,85,Switzerland,Sweden,STAD_VAN,2026-07-02
29,0.02,86,Argentina,Uruguay,STAD_MIA,2026-07-02
29,0.02,87,Portugal,Turkey,STAD_KC,2026-07-03
29,0.02,88,Paraguay,Egypt,STAD_DAL,2026-07-03
30,0.02,73,Czechia,Bosnia,STAD_LA,2026-06-28
30,0.02,74,Germany,South Korea,STAD_BOS,2026-06-29
30,0.02,75,Netherlands,Morocco,STAD_MTY,2026-06-29
30,0.02,76,Brazil,Sweden,STAD_HOU,2026-06-29
30,0.02,77,France,Paraguay,STAD_NY_NJ,2026-06-30
30,0.02,78,Ivory Coast,Norway,STAD_DAL,2026-06-30
30,0.02,79,Mexico,Ecuador,STAD_MEX,2026-06-30
30,0.02,80,England,Senegal,STAD_ATL,2026-07-01
30,0.02,81,USA,Canada,STAD_SF,2026-07-01
30,0.02,82,Belgium,Austria,STAD_SEA,2026-07-01
30,0.02,83,Colombia,Croatia,STAD_TOR,2026-07-02
30,0.02,84,Spain,Algeria,STAD_LA,2026-07-02
30,0.02,85,Switzerland,Japan,STAD_VAN,2026-07-02
30,0.02,86,Argentina,Uruguay,STAD_MIA,2026-07-02
30,0.02,87,Portugal,Ghana,STAD_KC,2026-07-03
30,0.02,88,Turkey,Egypt,STAD_DAL,2026-07-03
31,0.02,73,South Africa,Qatar,STAD_LA,2026-06-28
31,0.02,74,Germany,Czechia,STAD_BOS,2026-06-29
31,0.02,75,Netherlands,Morocco,STAD_MTY,2026-06-29
31,0.02,76,Brazil,Japan,STAD_HOU,2026-06-29
31,0.02,77,France,Scotland,STAD_NY_NJ,2026-06-30
31,0.02,78,Ivory Coast,Senegal,STAD_DAL,2026-06-30
31,0.02,79,Mexico,Ecuador,STAD_MEX,2026-06-30
31,0.02,80,England,Norway,STAD_ATL,2026-07-01
31,0.02,81,Turkey,Switzerland,STAD_SF,2026-07-01
31,0.02,82,Belgium,USA,STAD_SEA,2026-07-01
31,0.02,83,Colombia,Croatia,STAD_TOR,2026-07-02
31,0.02,84,Spain,Austria,STAD_LA,2026-07-02
31,0.02,85,Bosnia,Sweden,STAD_VAN,2026-07-02
31,0.02,86,Argentina,Uruguay,STAD_MIA,2026-07-02
31,0.02,87,Portugal,Egypt,STAD_KC,2026-07-03
31,0.02,88,Australia,New Zealand,STAD_DAL,2026-07-03
32,0.02,73,Mexico,Canada,STAD_LA,2026-06-28
32,0.02,74,Germany,Bosnia,STAD_BOS,2026-06-29
32,0.02,75,Netherlands,Scotland,STAD_MTY,2026-06-29
32,0.02,76,Brazil,Japan,STAD_HOU,2026-06-29
32,0.02,77,Senegal,Morocco,STAD_NY_NJ,2026-06-30
32,0.02,78,Ivory Coast,France,STAD_DAL,2026-06-30
32,0.02,79,Czechia,Ecuador,STAD_MEX,2026-06-30
32,0.02,80,England,Norway,STAD_ATL,2026-07-01
32,0.02,81,Turkey,Sweden,STAD_SF,2026-07-01
32,0.02,82,Belgium,Algeria,STAD_SEA,2026-07-01
32,0.02,83,Colombia,Ghana,STAD_TOR,2026-07-02
32,0.02,84,Uruguay,Austria,STAD_LA,2026-07-02
32,0.02,85,Switzerland,Croatia,STAD_VAN,2026-07-02
32,0.02,86,Argentina,Spain,STAD_MIA,2026-07-02
32,0.02,87,Portugal,Australia,STAD_KC,2026-07-03
32,0.02,88,USA,Egypt,STAD_DAL,2026-07-03
33,0.02,73,South Africa,Bosnia,STAD_LA,2026-06-28
33,0.02,74,Ecuador,South Korea,STAD_BOS,2026-06-29
33,0.02,75,Netherlands,Morocco,STAD_MTY,2026-06-29
33,0.02,76,Brazil,Sweden,STAD_HOU,2026-06-29
33,0.02,77,France,Scotland,STAD_NY_NJ,2026-06-30
33,0.02,78,Germany,Norway,STAD_DAL,2026-06-30
33,0.02,79,Mexico,Ivory Coast,STAD_MEX,2026-06-30
33,0.02,80,England,Senegal,STAD_ATL,2026-07-01
33,0.02,81,USA,Japan,STAD_SF,2026-07-01
33,0.02,82,Belgium,Algeria,STAD_SEA,2026-07-01
33,0.02,83,Uzbekistan,Croatia,STAD_TOR,2026-07-02
33,0.02,84,Spain,Austria,STAD_LA,2026-07-02
33,0.02,85,Switzerland,Colombia,STAD_VAN,2026-07-02
33,0.02,86,Argentina,Uruguay,STAD_MIA,2026-07-02
33,0.02,87,Portugal,Paraguay,STAD_KC,2026-07-03
33,0.02,88,Turkey,Egypt,STAD_DAL,2026-07-03
34,0.02,73,Czechia,Qatar,STAD_LA,2026-06-28
34,0.02,74,Germany,Canada,STAD_BOS,2026-06-29
34,0.02,75,Japan,Morocco,STAD_MTY,2026-06-29
34,0.02,76,Brazil,Netherlands,STAD_HOU,2026-06-29
34,0.02,77,France,Scotland,STAD_NY_NJ,2026-06-30
34,0.02,78,Ecuador,Norway,STAD_DAL,2026-06-30
34,0.02,79,South Korea,Ivory Coast,STAD_MEX,2026-06-30
34,0.02,80,England,Senegal,STAD_ATL,2026-07-01
34,0.02,81,USA,Sweden,STAD_SF,2026-07-01
34,0.02,82,Belgium,Algeria,STAD_SEA,2026-07-01
34,0.02,83,Colombia,Croatia,STAD_TOR,2026-07-02
34,0.02,84,Uruguay,Austria,STAD_LA,2026-07-02
34,0.02,85,Switzerland,Paraguay,STAD_VAN,2026-07-02
34,0.02,86,Argentina,Spain,STAD_MIA,2026-07-02
34,0.02,87,Portugal,Ghana,STAD_KC,2026-07-03
34,0.02,88,Turkey,Egypt,STAD_DAL,2026-07-03
35,0.02,73,Czechia,Canada,STAD_LA,2026-06-28
35,0.02,74,Germany,Bosnia,STAD_BOS,2026-06-29
35,0.02,75,Netherlands,Morocco,STAD_MTY,2026-06-29
35,0.02,76,Brazil,Japan,STAD_HOU,2026-06-29
35,0.02,77,France,Scotland,STAD_NY_NJ,2026-06-30
35,0.02,78,Ecuador,Norway,STAD_DAL,2026-06-30
35,0.02,79,Mexico,Ivory Coast,STAD_MEX,2026-06-30
35,0.02,80,England,Senegal,STAD_ATL,2026-07-01
35,0.02,81,USA,Sweden,STAD_SF,2026-07-01
35,0.02,82,Belgium,Algeria,STAD_SEA,2026-07-01
35,0.02,83,DR Congo,Croatia,STAD_TOR,2026-07-02
35,0.02,84,Spain,Argentina,STAD_LA,2026-07-02
35,0.02,85,Switzerland,Colombia,STAD_VAN,2026-07-02
35,0.02,86,Austria,Uruguay,STAD_MIA,2026-07-02
35,0.02,87,Portugal,Paraguay,STAD_KC,2026-07-03
35,0.02,88,Turkey,New Zealand,STAD_DAL,2026-07-03
36,0.02,73,South Korea,Canada,STAD_LA,2026-06-28
36,0.02,74,Ecuador,Czechia,STAD_BOS,2026-06-29
36,0.02,75,Netherlands,Brazil,STAD_MTY,2026-06-29
36,0.02,76,Morocco,Japan,STAD_HOU,2026-06-29
36,0.02,77,France,Paraguay,STAD_NY_NJ,2026-06-30
36,0.02,78,Germany,Norway,STAD_DAL,2026-06-30
36,0.02,79,Mexico,Ivory Coast,STAD_MEX,2026-06-30
36,0.02,80,England,Senegal,STAD_ATL,2026-07-01
36,0.02,81,USA,Bosnia,STAD_SF,2026-07-01
36,0.02,82,Belgium,Algeria,STAD_SEA,2026-07-01
36,0.02,83,Colombia,Croatia,STAD_TOR,2026-07-02
36,0.02,84,Spain,Austria,STAD_LA,2026-07-02
36,0.02,85,Switzerland,Sweden,STAD_VAN,2026-07-02
36,0.02,86,Argentina,Uruguay,STAD_MIA,2026-07-02
36,0.02,87,Portugal,Iran,STAD_KC,2026-07-03
36,0.02,88,Turkey,Egypt,STAD_DAL,2026-07-03
37,0.02,73,South Africa,Switzerland,STAD_LA,2026-06-28
37,0.02,74,Germany,Czechia,STAD_BOS,2026-06-29
37,0.02,75,Netherlands,Morocco,STAD_MTY,2026-06-29
37,0.02,76,Brazil,Japan,STAD_HOU,2026-06-29
37,0.02,77,France,Scotland,STAD_NY_NJ,2026-06-30
37,0.02,78,Ecuador,Norway,STAD_DAL,2026-06-30
37,0.02,79,Mexico,Ivory Coast,STAD_MEX,2026-06-30
37,0.02,80,England,Uruguay,STAD_ATL,2026-07-01
37,0.02,81,USA,Sweden,STAD_SF,2026-07-01
37,0.02,82,Belgium,Senegal,STAD_SEA,2026-07-01
37,0.02,83,Colombia,Croatia,STAD_TOR,2026-07-02
37,0.02,84,Spain,Austria,STAD_LA,2026-07-02
37,0.02,85,Bosnia,Algeria,STAD_VAN,2026-07-02
37,0.02,86,Argentina,Saudi Arabia,STAD_MIA,2026-07-02
37,0.02,87,Portugal,Turkey,STAD_KC,2026-07-03
37,0.02,88,Australia,Egypt,STAD_DAL,2026-07-03
38,0.02,73,Mexico,Switzerland,STAD_LA,2026-06-28
38,0.02,74,Germany,South Korea,STAD_BOS,2026-06-29
38,0.02,75,Sweden,Scotland,STAD_MTY,2026-06-29
38,0.02,76,Morocco,Japan,STAD_HOU,2026-06-29
38,0.02,77,France,Brazil,STAD_NY_NJ,2026-06-30
38,0.02,78,Ecuador,Senegal,STAD_DAL,2026-06-30
38,0.02,79,Czechia,Ivory Coast,STAD_MEX,2026-06-30
38,0.02,80,England,Norway,STAD_ATL,2026-07-01
38,0.02,81,USA,Canada,STAD_SF,2026-07-01
38,0.02,82,Belgium,Algeria,STAD_SEA,2026-07-01
38,0.02,83,Colombia,Croatia,STAD_TOR,2026-07-02
38,0.02,84,Spain,Austria,STAD_LA,2026-07-02
38,0.02,85,Bosnia,Netherlands,STAD_VAN,2026-07-02
38,0.02,86,Argentina,Uruguay,STAD_MIA,2026-07-02
38,0.02,87,Portugal,Paraguay,STAD_KC,2026-07-03
38,0.02,88,Turkey,Egypt,STAD_DAL,2026-07-03
39,0.02,73,Czechia,Canada,STAD_LA,2026-06-28
39,0.02,74,Germany,South Africa,STAD_BOS,2026-06-29
39,0.02,75,Japan,Morocco,STAD_MTY,2026-06-29
39,0.02,76,Brazil,Netherlands,STAD_HOU,2026-06-29
39,0.02,77,France,Scotland,STAD_NY_NJ,2026-06-30
39,0.02,78,Ivory Coast,Norway,STAD_DAL,2026-06-30
39,0.02,79,Mexico,Ecuador,STAD_MEX,2026-06-30
39,0.02,80,England,Senegal,STAD_ATL,2026-07-01
39,0.02,81,USA,Sweden,STAD_SF,2026-07-01
39,0.02,82,Belgium,Algeria,STAD_SEA,2026-07-01
39,0.02,83,Colombia,Croatia,STAD_TOR,2026-07-02
39,0.02,84,Spain,Austria,STAD_LA,2026-07-02
39,0.02,85,Switzerland,Turkey,STAD_VAN,2026-07-02
39,0.02,86,Argentina,Uruguay,STAD_MIA,2026-07-02
39,0.02,87,Portugal,Ghana,STAD_KC,2026-07-03
39,0.02,88,Paraguay,Egypt,STAD_DAL,2026-07-03
40,0.02,73,Mexico,Switzerland,STAD_LA,2026-06-28
40,0.02,74,Ecuador,Czechia,STAD_BOS,2026-06-29
40,0.02,75,Netherlands,Scotland,STAD_MTY,2026-06-29
40,0.02,76,Brazil,Sweden,STAD_HOU,2026-06-29
40,0.02,77,France,Morocco,STAD_NY_NJ,2026-06-30
40,0.02,78,Germany,Norway,STAD_DAL,2026-06-30
40,0.02,79,South Korea,Ivory Coast,STAD_MEX,2026-06-30
40,0.02,80,England,Senegal,STAD_ATL,2026-07-01
40,0.02,81,USA,Bosnia,STAD_SF,2026-07-01
40,0.02,82,Belgium,Colombia,STAD_SEA,2026-07-01
40,0.02,83,DR Congo,Croatia,STAD_TOR,2026-07-02
40,0.02,84,Spain,Austria,STAD_LA,2026-07-02
40,0.02,85,Canada,Japan,STAD_VAN,2026-07-02
40,0.02,86,Argentina,Uruguay,STAD_MIA,2026-07-02
40,0.02,87,Portugal,Paraguay,STAD_KC,2026-07-03
40,0.02,88,Turkey,Egypt,STAD_DAL,2026-07-03
41,0.02,73,South Korea,Canada,STAD_LA,2026-06-28
41,0.02,74,Germany,Bosnia,STAD_BOS,2026-06-29
41,0.02,75,Netherlands,Scotland,STAD_MTY,2026-06-29
41,0.02,76,Brazil,Sweden,STAD_HOU,2026-06-29
41,0.02,77,France,Morocco,STAD_NY_NJ,2026-06-30
41,0.02,78,Ecuador,Norway,STAD_DAL,2026-06-30
41,0.02,79,Mexico,Ivory Coast,STAD_MEX,2026-06-30
41,0.02,80,Croatia,Senegal,STAD_ATL,2026-07-01
41,0.02,81,USA,Japan,STAD_SF,2026-07-01
41,0.02,82,Belgium,Turkey,STAD_SEA,2026-07-01
41,0.02,83,Colombia,England,STAD_TOR,2026-07-02
41,0.02,84,Spain,Austria,STAD_LA,2026-07-02
41,0.02,85,Switzerland,Egypt,STAD_VAN,2026-07-02
41,0.02,86,Argentina,Uruguay,STAD_MIA,2026-07-02
41,0.02,87,Portugal,Ghana,STAD_KC,2026-07-03
41,0.02,88,Paraguay,Iran,STAD_DAL,2026-07-03
42,0.02,73,South Africa,Bosnia,STAD_LA,2026-06-28
42,0.02,74,Germany,South Korea,STAD_BOS,2026-06-29
42,0.02,75,Japan,Scotland,STAD_MTY,2026-06-29
42,0.02,76,Brazil,Netherlands,STAD_HOU,2026-06-29
42,0.02,77,France,Morocco,STAD_NY_NJ,2026-06-30
42,0.02,78,Ecuador,Norway,STAD_DAL,2026-06-30
42,0.02,79,Mexico,Ivory Coast,STAD_MEX,2026-06-30
42,0.02,80,England,Turkey,STAD_ATL,2026-07-01
42,0.02,81,Paraguay,Canada,STAD_SF,2026-07-01
42,0.02,82,Belgium,Sweden,STAD_SEA,2026-07-01
42,0.02,83,Colombia,Croatia,STAD_TOR,2026-07-02
42,0.02,84,Spain,Argentina,STAD_LA,2026-07-02
42,0.02,85,Switzerland,Egypt,STAD_VAN,2026-07-02
42,0.02,86,Austria,Uruguay,STAD_MIA,2026-07-02
42,0.02,87,Portugal,Ghana,STAD_KC,2026-07-03
42,0.02,88,USA,Iran,STAD_DAL,2026-07-03
43,0.02,73,South Korea,Bosnia,STAD_LA,2026-06-28
43,0.02,74,Germany,Czechia,STAD_BOS,2026-06-29
43,0.02,75,Netherlands,Brazil,STAD_MTY,2026-06-29
43,0.02,76,Morocco,Sweden,STAD_HOU,2026-06-29
43,0.02,77,France,Scotland,STAD_NY_NJ,2026-06-30
43,0.02,78,Ecuador,Norway,STAD_DAL,2026-06-30
43,0.02,79,Mexico,Ivory Coast,STAD_MEX,2026-06-30
43,0.02,80,England,Senegal,STAD_ATL,2026-07-01
43,0.02,81,USA,Switzerland,STAD_SF,2026-07-01
43,0.02,82,Belgium,Japan,STAD_SEA,2026-07-01
43,0.02,83,Portugal,Ghana,STAD_TOR,2026-07-02
43,0.02,84,Spain,Austria,STAD_LA,2026-07-02
43,0.02,85,Canada,Turkey,STAD_VAN,2026-07-02
43,0.02,86,Argentina,Uruguay,STAD_MIA,2026-07-02
43,0.02,87,Colombia,Croatia,STAD_KC,2026-07-03
43,0.02,88,Paraguay,Egypt,STAD_DAL,2026-07-03
44,0.02,73,South Korea,Qatar,STAD_LA,2026-06-28
44,0.02,74,Germany,Czechia,STAD_BOS,2026-06-29
44,0.02,75,Netherlands,Morocco,STAD_MTY,2026-06-29
44,0.02,76,Brazil,Japan,STAD_HOU,2026-06-29
44,0.02,77,France,Paraguay,STAD_NY_NJ,2026-06-30
44,0.02,78,Ecuador,Norway,STAD_DAL,2026-06-30
44,0.02,79,Mexico,Ivory Coast,STAD_MEX,2026-06-30
44,0.02,80,England,Senegal,STAD_ATL,2026-07-01
44,0.02,81,USA,Canada,STAD_SF,2026-07-01
44,0.02,82,Belgium,Austria,STAD_SEA,2026-07-01
44,0.02,83,DR Congo,Croatia,STAD_TOR,2026-07-02
44,0.02,84,Spain,Algeria,STAD_LA,2026-07-02
44,0.02,85,Switzerland,Sweden,STAD_VAN,2026-07-02
44,0.02,86,Argentina,Uruguay,STAD_MIA,2026-07-02
44,0.02,87,Portugal,Colombia,STAD_KC,2026-07-03
44,0.02,88,Turkey,Egypt,STAD_DAL,2026-07-03
45,0.02,73,South Korea,Bosnia,STAD_LA,2026-06-28
45,0.02,74,Germany,Canada,STAD_BOS,2026-06-29
45,0.02,75,Netherlands,Scotland,STAD_MTY,2026-06-29
45,0.02,76,Brazil,Japan,STAD_HOU,2026-06-29
45,0.02,77,Norway,Morocco,STAD_NY_NJ,2026-06-30
45,0.02,78,Ecuador,France,STAD_DAL,2026-06-30
45,0.02,79,Mexico,Ivory Coast,STAD_MEX,2026-06-30
45,0.02,80,England,Senegal,STAD_ATL,2026-07-01
45,0.02,81,USA,Sweden,STAD_SF,2026-07-01
45,0.02,82,Belgium,Colombia,STAD_SEA,2026-07-01
45,0.02,83,DR Congo,Croatia,STAD_TOR,2026-07-02
45,0.02,84,Spain,Austria,STAD_LA,2026-07-02
45,0.02,85,Switzerland,Egypt,STAD_VAN,2026-07-02
45,0.02,86,Argentina,Uruguay,STAD_MIA,2026-07-02
45,0.02,87,Portugal,Paraguay,STAD_KC,2026-07-03
45,0.02,88,Turkey,Iran,STAD_DAL,2026-07-03
46,0.02,73,Mexico,Bosnia,STAD_LA,2026-06-28
46,0.02,74,Germany,South Korea,STAD_BOS,2026-06-29
46,0.02,75,Netherlands,Morocco,STAD_MTY,2026-06-29
46,0.02,76,Brazil,Japan,STAD_HOU,2026-06-29
46,0.02,77,Norway,Scotland,STAD_NY_NJ,2026-06-30
46,0.02,78,Ivory Coast,Senegal,STAD_DAL,2026-06-30
46,0.02,79,South Africa,Ecuador,STAD_MEX,2026-06-30
46,0.02,80,England,France,STAD_ATL,2026-07-01
46,0.02,81,USA,Canada,STAD_SF,2026-07-01
46,0.02,82,Belgium,Austria,STAD_SEA,2026-07-01
46,0.02,83,Colombia,Croatia,STAD_TOR,2026-07-02
46,0.02,84,Spain,Algeria,STAD_LA,2026-07-02
46,0.02,85,Switzerland,Turkey,STAD_VAN,2026-07-02
46,0.02,86,Argentina,Uruguay,STAD_MIA,2026-07-02
46,0.02,87,Portugal,Ghana,STAD_KC,2026-07-03
46,0.02,88,Paraguay,Egypt,STAD_DAL,2026-07-03
47,0.02,73,South Korea,Switzerland,STAD_LA,2026-06-28
47,0.02,74,Germany,Canada,STAD_BOS,2026-06-29
47,0.02,75,Netherlands,Morocco,STAD_MTY,2026-06-29
47,0.02,76,Brazil,Tunisia,STAD_HOU,2026-06-29
47,0.02,77,France,Scotland,STAD_NY_NJ,2026-06-30
47,0.02,78,Ecuador,Norway,STAD_DAL,2026-06-30
47,0.02,79,Mexico,Ivory Coast,STAD_MEX,2026-06-30
47,0.02,80,England,Senegal,STAD_ATL,2026-07-01
47,0.02,81,Turkey,Japan,STAD_SF,2026-07-01
47,0.02,82,Belgium,Algeria,STAD_SEA,2026-07-01
47,0.02,83,Portugal,Croatia,STAD_TOR,2026-07-02
47,0.02,84,Spain,Austria,STAD_LA,2026-07-02
47,0.02,85,Bosnia,Colombia,STAD_VAN,2026-07-02
47,0.02,86,Argentina,Uruguay,STAD_MIA,2026-07-02
47,0.02,87,Uzbekistan,Paraguay,STAD_KC,2026-07-03
47,0.02,88,USA,Egypt,STAD_DAL,2026-07-03
48,0.02,73,Mexico,Canada,STAD_LA,2026-06-28
48,0.02,74,Germany,Czechia,STAD_BOS,2026-06-29
48,0.02,75,Sweden,Morocco,STAD_MTY,2026-06-29
48,0.02,76,Brazil,Netherlands,STAD_HOU,2026-06-29
48,0.02,77,France,Scotland,STAD_NY_NJ,2026-06-30
48,0.02,78,Ecuador,Norway,STAD_DAL,2026-06-30
48,0.02,79,South Korea,Ivory Coast,STAD_MEX,2026-06-30
48,0.02,80,England,Senegal,STAD_ATL,2026-07-01
48,0.02,81,Paraguay,Bosnia,STAD_SF,2026-07-01
48,0.02,82,Iran,Japan,STAD_SEA,2026-07-01
48,0.02,83,Colombia,Croatia,STAD_TOR,2026-07-02
48,0.02,84,Spain,Austria,STAD_LA,2026-07-02
48,0.02,85,Switzerland,Egypt,STAD_VAN,2026-07-02
48,0.02,86,Argentina,Uruguay,STAD_MIA,2026-07-02
48,0.02,87,Portugal,USA,STAD_KC,2026-07-03
48,0.02,88,Turkey,Belgium,STAD_DAL,2026-07-03
49,0.02,73,South Korea,Canada,STAD_LA,2026-06-28
49,0.02,74,Germany,Czechia,STAD_BOS,2026-06-29
49,0.02,75,Netherlands,Brazil,STAD_MTY,2026-06-29
49,0.02,76,Morocco,Japan,STAD_HOU,2026-06-29
49,0.02,77,France,Scotland,STAD_NY_NJ,2026-06-30
49,0.02,78,Ecuador,Senegal,STAD_DAL,2026-06-30
49,0.02,79,Mexico,Ivory Coast,STAD_MEX,2026-06-30
49,0.02,80,England,Norway,STAD_ATL,2026-07-01
49,0.02,81,Turkey,Bosnia,STAD_SF,2026-07-01
49,0.02,82,Belgium,Algeria,STAD_SEA,2026-07-01
49,0.02,83,Colombia,Croatia,STAD_TOR,2026-07-02
49,0.02,84,Spain,Austria,STAD_LA,2026-07-02
49,0.02,85,Switzerland,Sweden,STAD_VAN,2026-07-02
49,0.02,86,Argentina,Uruguay,STAD_MIA,2026-07-02
49,0.02,87,Portugal,Paraguay,STAD_KC,2026-07-03
49,0.02,88,USA,Egypt,STAD_DAL,2026-07-03
